Players,2022 Set,Country,State Association,Age,Specialism,Batting Style,Bowling Style,Test caps,ODI caps,T20 caps,IPL,Previous IPLTeam(s),2021 Team,2021 IPL,C/U/A,Reserve Price Rs Lakh,Price Paid,Team,Bid
R Ashwin,M,India,TNCA,35,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,84.0,112.0,51.0,167.0,"CSK, RSP, KXIP, DC",DC,13.0,Capped,200,50000000.0,RR,Sold
Trent Boult,M,New Zealand,F,32,BOWLER,RHB,LEFT ARM Fast Medium,74.0,93.0,44.0,62.0,"SRH, KKR, DD,MI",MI,14.0,Capped,200,80000000.0,RR,Sold
Pat Cummins,M,Australia,F,28,ALL-ROUNDER,RHB,RIGHT ARM Fast,38.0,69.0,37.0,37.0,"DD, MI, KKR",KKR,7.0,Capped,200,72500000.0,KKR,Sold
Quinton De Kock,M,South Africa,F,29,WICKETKEEPER,LHB,-,54.0,125.0,61.0,77.0,"SRH, DD, RCB, MI",MI,11.0,Capped,200,67500000.0,LSG,Sold
Shikhar Dhawan,M,India,DDCA,36,BATSMAN,LHB,-,34.0,146.0,68.0,192.0,"DCH, MI, SRH, DC",DC,16.0,Capped,200,82500000.0,PK,Sold
Faf Du Plessis,M,South Africa,F,37,BATSMAN,RHB,RIGHT ARM Leg Spin,69.0,143.0,50.0,100.0,"RPS, CSK",CSK,16.0,Capped,200,70000000.0,RCB,Sold
Shreyas Iyer,M,India,MCA,27,BATSMAN,RHB,RIGHT ARM Leg Spin,2.0,23.0,32.0,87.0,DC,DC,8.0,Capped,200,122500000.0,KKR,Sold
Kagiso Rabada,M,South Africa,F,26,BOWLER,LHB,RIGHT ARM Fast,50.0,82.0,40.0,50.0,DC,DC,15.0,Capped,200,92500000.0,PK,Sold
Mohammad Shami,M,India,CAB,32,BOWLER,RHB,RIGHT ARM Fast,57.0,79.0,17.0,77.0,"DCH, KKR, DD, PBKS",PBKS,14.0,Capped,200,62500000.0,GT,Sold
David Warner,M,Australia,F,35,BATSMAN,LHB,-,91.0,128.0,88.0,150.0,"DD, SRH",SRH,8.0,Capped,200,62500000.0,DC,Sold
Shimron Hetmyer,BA1,West Indies,F,25,BATSMAN,LHB,RIGHT ARM Leg Spin,16.0,47.0,42.0,31.0,"RCB, DC",DC,14.0,Capped,150,85000000.0,RR,Sold
David Miller,BA1,South Africa,F,32,BATSMAN,LHB,-,0.0,138.0,95.0,89.0,"KXIP, RR",RR,9.0,Capped,100,30000000.0,GT,Sold
Devdutt Padikkal,BA1,India,KSCA,21,BATSMAN,LHB,RIGHT ARM Off Spin,0.0,0.0,2.0,29.0,RCB,RCB,14.0,Capped,200,77500000.0,RR,Sold
Manish Pandey,BA1,India,KSCA,32,BATSMAN,RHB,RIGHT ARM Off Spin,0.0,29.0,39.0,154.0,"MI, RCB, PWI, KKR, SRH",SRH,8.0,Capped,100,46000000.0,LSG,Sold
Suresh Raina,BA1,India,UPCA,35,BATSMAN,LHB,RIGHT ARM Off Spin,18.0,226.0,78.0,205.0,"CSK, GL",CSK,12.0,Capped,200,0.0,UnSold,UnSold
Jason Roy,BA1,England,F,31,BATSMAN,RHB,-,5.0,98.0,53.0,13.0,"GL, DC, SRH",SRH,5.0,Capped,200,20000000.0,GT,Sold
Steve Smith,BA1,Australia,F,32,BATSMAN,RHB,-,82.0,128.0,52.0,103.0,"PWI, RPS, RR, DC",DC,8.0,Capped,200,0.0,UnSold,UnSold
Robin Uthappa,BA1,India,KCA,36,BATSMAN,RHB,-,0.0,46.0,13.0,193.0,"MI, PWI, RCB, KKR, RR, CSK",CSK,4.0,Capped,200,20000000.0,CSK,Sold
Shakib Al Hasan,AL1,Bangladesh,F,35,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,59.0,215.0,94.0,71.0,"SRH, KKR",KKR,8.0,Capped,200,0.0,UnSold,UnSold
Dwayne Bravo,AL1,West Indies,F,38,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,40.0,164.0,91.0,151.0,"MI, GL, CSK",CSK,11.0,Capped,200,44000000.0,CSK,Sold
Wanindu Hasaranga,AL1,Sri Lanka,F,24,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,4.0,29.0,33.0,2.0,RCB,RCB,2.0,Capped,100,107500000.0,RCB,Sold
Jason Holder,AL1,West Indies,F,30,ALL-ROUNDER,RHB,RIGHT ARM Fast,53.0,124.0,30.0,26.0,"CSK, KKR, SRH",SRH,8.0,Capped,150,87500000.0,LSG,Sold
Mitchell Marsh,AL1,Australia,F,30,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,32.0,63.0,36.0,21.0,"DCH, PWI, RPS, SRH",Do No Play,0.0,Capped,200,65000000.0,DC,Sold
Mohammad Nabi,AL1,Afghanistan,F,37,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,3.0,127.0,86.0,17.0,SRH,SRH,3.0,Capped,100,10000000.0,KKR,Sold
Krunal Pandya,AL1,India,BCA,31,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0.0,5.0,19.0,84.0,MI,MI,13.0,Capped,200,82500000.0,LSG,Sold
Harshal Patel,AL1,India,HCA,31,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,0.0,2.0,63.0,"DC, RCB",RCB,15.0,Capped,200,107500000.0,RCB,Sold
Nitish Rana,AL1,India,DDCA,28,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,0.0,1.0,2.0,77.0,"MI, KKR",KKR,17.0,Capped,100,80000000.0,KKR,Sold
Washington Sundar,AL1,India,TNCA,22,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,4.0,1.0,31.0,42.0,RCB,RCB,6.0,Capped,150,87500000.0,SRH,Sold
Jonny Bairstow,WK1,England,F,32,WICKETKEEPER,RHB,-,80.0,89.0,63.0,28.0,SRH,SRH,7.0,Capped,150,67500000.0,PK,Sold
Sam Billings,WK1,England,F,30,WICKETKEEPER,RHB,-,1.0,25.0,33.0,22.0,"CSK, DC",DC,0.0,Capped,200,20000000.0,KKR,Sold
Dinesh Karthik,WK1,India,TNCA,36,WICKETKEEPER,RHB,-,26.0,94.0,32.0,213.0,"KXIP, MI, DD, RCB, GL, KKR",KKR,17.0,Capped,200,55000000.0,RCB,Sold
Ishan Kishan,WK1,India,JSCA,23,WICKETKEEPER,LHB,-,0.0,2.0,5.0,61.0,"GL , MI",MI,10.0,Capped,200,152500000.0,MI,Sold
Nicholas Pooran,WK1,West Indies,F,26,WICKETKEEPER,LHB,-,0.0,34.0,49.0,33.0,"MI, PBKS",PBKS,12.0,Capped,150,107500000.0,SRH,Sold
Ambati Rayudu,WK1,India,ACA,36,WICKETKEEPER,RHB,-,0.0,55.0,6.0,175.0,"MI, CSK",CSK,16.0,Capped,200,67500000.0,CSK,Sold
Wriddhiman Saha,WK1,India,CAB,37,WICKETKEEPER,RHB,-,40.0,9.0,0.0,133.0,"KKR, CSK, KXIP, SRH",SRH,9.0,Capped,100,19000000.0,GT,Sold
Matthew Wade,WK1,Australia,F,34,WICKETKEEPER,LHB,-,36.0,97.0,55.0,3.0,DD,Do No Play,0.0,Capped,200,24000000.0,GT,Sold
Deepak Chahar,FA1,India,RCA,29,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,5.0,17.0,63.0,"RPS, CSK",CSK,15.0,Capped,200,140000000.0,CSK,Sold
Lockie Ferguson,FA1,New Zealand,F,30,BOWLER,RHB,RIGHT ARM Fast,1.0,37.0,15.0,22.0,"RPS, KKR",KKR,8.0,Capped,200,100000000.0,GT,Sold
Josh Hazlewood,FA1,Australia,F,31,BOWLER,LHB,RIGHT ARM Fast,56.0,56.0,24.0,12.0,CSK,CSK,9.0,Capped,200,77500000.0,RCB,Sold
Prasidh Krishna,FA1,India,KSCA,26,BOWLER,RHB,RIGHT ARM Fast,0.0,3.0,0.0,34.0,KKR,KKR,10.0,Capped,100,100000000.0,RR,Sold
Bhuvneshwar Kumar,FA1,India,UPCA,32,BOWLER,RHB,RIGHT ARM Fast Medium,21.0,120.0,55.0,132.0,"PWI, SRH",SRH,11.0,Capped,200,42000000.0,SRH,Sold
T Natarajan,FA1,India,TNCA,30,BOWLER,LHB,LEFT ARM Fast,1.0,2.0,4.0,24.0,"KXIP, SRH",SRH,2.0,Capped,100,40000000.0,SRH,Sold
Mustafizur Rahman,FA1,Bangladesh,F,26,BOWLER,LHB,LEFT ARM Fast Medium,14.0,68.0,61.0,38.0,"SRH, MI, RR",RR,14.0,Capped,200,20000000.0,DC,Sold
Shardul Thakur,FA1,India,MCA,30,BOWLER,RHB,RIGHT ARM Fast Medium,7.0,16.0,24.0,61.0,"KXIP, RPS, CSK",CSK,16.0,Capped,200,107500000.0,DC,Sold
Mark Wood,FA1,England,F,32,BOWLER,RHB,RIGHT ARM Fast,25.0,57.0,19.0,1.0,CSK,Do No Play,0.0,Capped,200,75000000.0,LSG,Sold
Umesh Yadav,FA1,India,VCA,34,BOWLER,RHB,RIGHT ARM Fast,52.0,75.0,7.0,121.0,"DD, KKR,RCB,DC",DC,0.0,Capped,200,20000000.0,KKR,Sold
Yuzvendra Chahal,SP1,India,HCA,31,BOWLER,RHB,RIGHT ARM Leg Spin,0.0,56.0,50.0,114.0,"MI,RCB",RCB,15.0,Capped,200,65000000.0,RR,Sold
Rahul Chahar,SP1,India,RCA,22,BOWLER,RHB,RIGHT ARM Leg Spin,0.0,1.0,6.0,42.0,"RPS, MI",MI,11.0,Capped,75,52500000.0,PK,Sold
Amit Mishra,SP1,India,HCA,39,BOWLER,RHB,RIGHT ARM Leg Spin,22.0,36.0,10.0,154.0,"DCH, SRH, DC",DC,4.0,Capped,150,0.0,UnSold,UnSold
Adil Rashid,SP1,England,F,34,BOWLER,RHB,RIGHT ARM Leg Spin,19.0,112.0,68.0,1.0,Do No Play,PBKS,1.0,Capped,200,0.0,UnSold,UnSold
Imran Tahir,SP1,South Africa,F,43,BOWLER,RHB,RIGHT ARM Leg Spin,20.0,107.0,38.0,59.0,"DD, RPS, CSK",CSK,1.0,Capped,200,0.0,UnSold,UnSold
Kuldeep Yadav,SP1,India,UPCA,27,BOWLER,LHB,LEFT ARM Slow Unorthodox,7.0,65.0,23.0,45.0,KKR,KKR,0.0,Capped,100,20000000.0,DC,Sold
Mujeeb Zadran,SP1,Afghanistan,F,21,BOWLER,RHB,RIGHT ARM Off Spin,1.0,43.0,22.0,19.0,"KXIP, SRH",SRH,1.0,Capped,200,0.0,UnSold,UnSold
Adam Zampa,SP1,Australia,F,29,BOWLER,RHB,RIGHT ARM Leg Spin,0.0,64.0,57.0,14.0,"RPS, RCB",RCB,0.0,Capped,200,0.0,UnSold,UnSold
Dewald Brevis,UBA1,South Africa,F,18,BATSMAN,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,30000000.0,MI,Sold
Priyam Garg,UBA1,India,UPCA,21,BATSMAN,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,19.0,SRH,SRH,5.0,Uncapped,20,2000000.0,SRH,Sold
Ashwin Hebbar,UBA1,India,ACA,26,BATSMAN,RHB,RIGHT ARM Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,2000000.0,DC,Sold
CHari Nishaanth,UBA1,India,TNCA,25,BATSMAN,LHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,CSK,CSK,0.0,Uncapped,20,2000000.0,CSK,Sold
Rajat Patidar,UBA1,India,MPCA,28,BATSMAN,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,4.0,RCB,RCB,4.0,Uncapped,20,0.0,UnSold,UnSold
Abhinav Sadarangani,UBA1,India,KSCA,27,BATSMAN,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,26000000.0,GT,Sold
Anmolpreet Singh,UBA1,India,PCA,24,BATSMAN,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,1.0,MI,MI,1.0,Uncapped,20,2000000.0,MI,Sold
Rahul Tripathi,UBA1,India,MACA,31,BATSMAN,RHB,RIGHT ARM Medium,0.0,0.0,0.0,62.0,"RPS, RR, KKR",KKR,17.0,Uncapped,40,85000000.0,SRH,Sold
Shahbaz Ahamad,UAL1,India,CAB,27,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,13.0,RCB,RCB,11.0,Uncapped,30,24000000.0,RCB,Sold
Harpreet Brar,UAL1,India,PCA,26,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,10.0,PBKS,PBKS,7.0,Uncapped,20,38000000.0,PK,Sold
Deepak Hooda,UAL1,India,RCA,26,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,80.0,"RR, SRH, PBKS",PBKS,12.0,Uncapped,40,57500000.0,LSG,Sold
Sarfaraz Khan,UAL1,India,MCA,24,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,40.0,"RCB,PBKS",PBKS,2.0,Uncapped,20,2000000.0,DC,Sold
Shahrukh Khan,UAL1,India,TNCA,26,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,11.0,PBKS,PBKS,11.0,Uncapped,40,90000000.0,PK,Sold
Shivam Mavi,UAL1,India,UPCA,23,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,26.0,KKR,KKR,9.0,Uncapped,40,72500000.0,KKR,Sold
Kamlesh Nagarkoti,UAL1,India,RCA,22,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,11.0,KKR,KKR,1.0,Uncapped,40,11000000.0,DC,Sold
Riyan Parag,UAL1,India,ASCA,20,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,30.0,RR,RR,11.0,Uncapped,30,38000000.0,RR,Sold
Abhishek Sharma,UAL1,India,PCA,21,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,22.0,SRH,SRH,8.0,Uncapped,20,65000000.0,SRH,Sold
Rahul Tewatia,UAL1,India,HCA,28,ALL-ROUNDER,LHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,48.0,"KXIP,DC, RR",RR,14.0,Uncapped,40,90000000.0,GT,Sold
Mohammed Azharuddeen,UWK1,India,KCA,28,WICKETKEEPER,RHB,-,0.0,0.0,0.0,0.0,RCB,RCB,0.0,Uncapped,20,0.0,UnSold,UnSold
KS Bharat,UWK1,India,ACA,28,WICKETKEEPER,RHB,-,0.0,0.0,0.0,8.0,"DD, RCB",RCB,8.0,Uncapped,20,20000000.0,DC,Sold
Sheldon Jackson,UWK1,India,SCA,35,WICKETKEEPER,RHB,-,0.0,0.0,0.0,4.0,KKR,KKR,0.0,Uncapped,30,6000000.0,KKR,Sold
N Jagadeesan,UWK1,India,TNCA,26,WICKETKEEPER,RHB,-,0.0,0.0,0.0,5.0,CSK,CSK,0.0,Uncapped,20,2000000.0,CSK,Sold
Anuj Rawat,UWK1,India,DDCA,22,WICKETKEEPER,LHB,-,0.0,0.0,0.0,2.0,RR,RR,2.0,Uncapped,20,34000000.0,RCB,Sold
Jitesh Sharma,UWK1,India,VCA,28,WICKETKEEPER,RHB,-,0.0,0.0,0.0,0.0,MI,Do No Play,0.0,Uncapped,20,2000000.0,PK,Sold
Prabhsimran Singh,UWK1,India,PCA,21,WICKETKEEPER,RHB,-,0.0,0.0,0.0,5.0,PBKS,PBKS,2.0,Uncapped,20,6000000.0,PK,Sold
Vishnu Solanki,UWK1,India,BCA,29,WICKETKEEPER,RHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Vishnu Vinod,UWK1,India,KCA,28,WICKETKEEPER,RHB,-,0.0,0.0,0.0,3.0,"RCB, DC",DC,0.0,Uncapped,20,5000000.0,SRH,Sold
KM Asif,UFA1,India,KCA,28,BOWLER,RHB,RIGHT ARM Fast,0.0,0.0,0.0,3.0,CSK,CSK,1.0,Uncapped,20,2000000.0,CSK,Sold
Akash Deep,UFA1,India,CAB,25,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,RCB,RCB,0.0,Uncapped,20,2000000.0,RCB,Sold
Tushar Deshpande,UFA1,India,MCA,26,BOWLER,LHB,RIGHT ARM Fast,0.0,0.0,0.0,5.0,DC,Do No Play,0.0,Uncapped,20,2000000.0,CSK,Sold
Avesh Khan,UFA1,India,MPCA,25,BOWLER,RHB,RIGHT ARM Fast,0.0,0.0,0.0,25.0,DC,DC,16.0,Uncapped,20,100000000.0,LSG,Sold
Ishan Porel,UFA1,India,CAB,23,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,1.0,PBKS,PBKS,1.0,Uncapped,20,2500000.0,PK,Sold
Ankit Singh Rajpoot,UFA1,India,UPCA,28,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,29.0,"CSK, KKR, RR, KXIP",Do No Play,0.0,Uncapped,20,5000000.0,LSG,Sold
Basil Thampi,UFA1,India,KCA,28,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,20.0,"GL, SRH",SRH,0.0,Uncapped,30,3000000.0,MI,Sold
Kartik Tyagi,UFA1,India,UPCA,21,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,14.0,RR,RR,4.0,Uncapped,20,40000000.0,SRH,Sold
Noor Ahmad,USP1,Afghanistan,F,17,BOWLER,RHB,LEFT ARM Slow Unorthodox,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,30,3000000.0,GT,Sold
Murugan Ashwin,USP1,India,TNCA,31,BOWLER,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,34.0,"RPS, DD, RCB, PBKS",PBKS,3.0,Uncapped,20,16000000.0,MI,Sold
KC Cariappa,USP1,India,KSCA,27,BOWLER,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,11.0,"KKR, KXIP, RR",RR,0.0,Uncapped,20,3000000.0,RR,Sold
Shreyas Gopal,USP1,India,KSCA,28,BOWLER,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,48.0,"MI, RR",RR,3.0,Uncapped,20,7500000.0,SRH,Sold
Sandeep Lamichhane,USP1,Nepal,F,21,BOWLER,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,9.0,DC,Do No Play,0.0,Associate,40,0.0,UnSold,UnSold
R Sai Kishore,USP1,India,TNCA,25,BOWLER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,CSK,CSK,0.0,Uncapped,20,30000000.0,GT,Sold
M Siddharth,USP1,India,TNCA,23,BOWLER,RHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,"KKR, DC",DC,0.0,Uncapped,20,0.0,UnSold,UnSold
Jagadeesha Suchith,USP1,India,KSCA,28,BOWLER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,17.0,"MI, DC, KXIP, SRH",SRH,2.0,Uncapped,20,2000000.0,SRH,Sold
Aaron Finch,BA2,Australia,F,35,BATSMAN,RHB,LEFT ARM Slow Orthodox,5.0,132.0,83.0,87.0,"RR, DD, PWI, SRH, MI, GL, KXIP, RCB",Do No Play,0.0,Capped,150,0.0,UnSold,UnSold
Marnus Labuschagne,BA2,Australia,F,27,BATSMAN,RHB,RIGHT ARM Leg Spin,23.0,13.0,0.0,0.0,Do No Play,Do No Play,0.0,Capped,100,0.0,UnSold,UnSold
Dawid Malan,BA2,England,F,34,BATSMAN,LHB,RIGHT ARM Leg Spin,22.0,6.0,36.0,1.0,PBKS,PBKS,1.0,Capped,150,0.0,UnSold,UnSold
Aiden Markram,BA2,South Africa,F,27,BATSMAN,RHB,RIGHT ARM Off Spin,29.0,35.0,20.0,6.0,PBKS,PBKS,6.0,Capped,100,26000000.0,SRH,Sold
Eoin Morgan,BA2,England,F,35,BATSMAN,LHB,RIGHT ARM Medium,16.0,246.0,113.0,83.0,"RCB, SRH,KXIP, KKR",KKR,17.0,Capped,150,0.0,UnSold,UnSold
Cheteshwar Pujara,BA2,India,SCA,34,BATSMAN,RHB,RIGHT ARM Leg Spin,95.0,5.0,0.0,30.0,"KKR, RCB, KXIP, CSK",CSK,0.0,Capped,50,0.0,UnSold,UnSold
Ajinkya Rahane,BA2,India,MCA,33,BATSMAN,RHB,-,82.0,90.0,20.0,151.0,"MI, RPS, RR, DC",DC,2.0,Capped,100,10000000.0,KKR,Sold
Mandeep Singh,BA2,India,PCA,30,BATSMAN,RHB,RIGHT ARM Medium,0.0,0.0,3.0,105.0,"RCB, PBKS",PBKS,1.0,Capped,50,11000000.0,DC,Sold
Saurabh Tiwary,BA2,India,JSCA,32,BATSMAN,LHB,RIGHT ARM Off Spin,0.0,3.0,0.0,93.0,"RCB,DD,RPS,MI",MI,5.0,Capped,50,0.0,UnSold,UnSold
Dominic Drakes,AL2,West Indies,F,24,ALL-ROUNDER,LHB,LEFT ARM Fast,0.0,0.0,3.0,0.0,CSK,CSK,0.0,Capped,75,11000000.0,GT,Sold
Shivam Dube,AL2,India,MCA,28,ALL-ROUNDER,LHB,RIGHT ARM Fast Medium,0.0,1.0,13.0,24.0,"RCB, RR",RR,9.0,Capped,50,40000000.0,CSK,Sold
K Gowtham,AL2,India,KSCA,33,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0.0,1.0,0.0,24.0,"MI, RR, KXIP, CSK",CSK,0.0,Capped,50,9000000.0,LSG,Sold
Marco Jansen,AL2,South Africa,F,21,ALL-ROUNDER,RHB,LEFT ARM Fast,3.0,1.0,0.0,2.0,MI,MI,2.0,Capped,50,42000000.0,SRH,Sold
Chris Jordan,AL2,England,F,33,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,8.0,34.0,71.0,24.0,"RCB, SRH, PBKS",PBKS,4.0,Capped,200,36000000.0,CSK,Sold
Liam Livingstone,AL2,England,F,28,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0.0,3.0,14.0,9.0,RR,RR,5.0,Capped,100,115000000.0,PK,Sold
James Neesham,AL2,New Zealand,F,31,ALL-ROUNDER,LHB,RIGHT ARM Fast Medium,12.0,66.0,38.0,12.0,"DD, KXIP, MI",MI,3.0,Capped,150,15000000.0,RR,Sold
Vijay Shankar,AL2,India,TNCA,31,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,12.0,8.0,47.0,"CSK, DD, SRH",SRH,7.0,Capped,50,14000000.0,GT,Sold
Odean Smith,AL2,West Indies,F,25,ALL-ROUNDER,RHB,RIGHT ARM Fast,0.0,3.0,5.0,0.0,Do No Play,Do No Play,0.0,Capped,100,60000000.0,PK,Sold
Jayant Yadav,AL2,India,HCA,32,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,5.0,1.0,0.0,19.0,"DD, MI",MI,5.0,Capped,100,17000000.0,GT,Sold
Syed Khaleel Ahmed,FA2,India,RCA,24,BOWLER,RHB,LEFT ARM Fast,0.0,11.0,14.0,24.0,"DD, SRH",SRH,7.0,Capped,50,52500000.0,DC,Sold
Dushmanta Chameera,FA2,Sri Lanka,F,30,BOWLER,RHB,RIGHT ARM Fast,12.0,37.0,39.0,0.0,RR,Do No Play,0.0,Capped,50,20000000.0,LSG,Sold
Sheldon Cottrell,FA2,West Indies,F,32,BOWLER,RHB,LEFT ARM Fast Medium,2.0,38.0,34.0,6.0,KXIP,Do No Play,0.0,Capped,75,0.0,UnSold,UnSold
Nathan Coulter-Nile,FA2,Australia,F,34,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,32.0,28.0,38.0,"DD, KKR, RCB, MI",MI,5.0,Capped,200,20000000.0,RR,Sold
